ID,score
126121,-5.786046028137207
53985,3.893734216690064
3009,4.727252006530762
18213,-2.9932079315185547
64350,-2.3746352195739746
105475,-6.165738105773926
127607,-5.092898368835449
71698,5.669262886047363
125950,6.43193244934082
1244,-6.092347145080566
169,-6.240705966949463
136526,-5.790094375610352
1020,-6.146838188171387
123100,-6.157890319824219
70118,-6.174315452575684
116843,-6.310076713562012
27618,-2.519761323928833
5489,-6.118951797485352
132453,-2.435596466064453
33173,-5.988765716552734
61052,-6.199735641479492
6845,2.135776996612549
29207,-5.491668701171875
74335,-5.561639785766602
135186,-6.120027542114258
19035,-6.082952499389648
24932,-2.180530548095703
13821,-6.144344329833984
118398,-6.269961357116699
124208,-6.239588737487793
47350,-6.01757287979126
6200,-4.675319671630859
30563,-6.005718231201172
135760,-5.716888904571533
111365,-4.685828685760498
40989,4.9006547927856445
17409,-1.1367275714874268
42851,-6.222450256347656
10519,-3.0762619972229004
120160,-6.021941184997559
81065,-6.236324310302734
53318,-5.85546875
2423,-5.90207052230835
97841,-5.065940856933594
52072,-3.8700475692749023
57265,-4.29359245300293
8289,2.597076177597046
106551,-6.169294834136963
61346,-6.105792045593262
62018,-3.451866388320923
128948,-6.162314414978027
75757,-6.212434768676758
90408,-5.916526794433594
123559,-5.5735931396484375
83008,-5.51744556427002
133041,-6.153937816619873
135418,6.632374286651611
127125,-6.122747421264648
74821,-6.017829418182373
108777,-5.79732608795166
108587,-5.930407524108887
33528,-5.809586524963379
71942,-6.202205657958984
20718,0.1135980188846588
136186,-6.223441123962402
127112,-5.98686408996582
69620,-4.383955001831055
102244,-6.21422290802002
48915,3.7257981300354
44101,-5.306601524353027
132446,-6.1901445388793945
28866,1.483409762382507
108877,-6.084458827972412
108799,-6.011016368865967
65797,-4.764103412628174
17882,0.751185953617096
49392,-5.832501411437988
22131,-6.2244086265563965
95123,-6.223751068115234
98085,-3.2935128211975098
2025,2.037234306335449
1356,4.86655330657959
120201,-6.221771717071533
83384,-6.152660846710205
42424,-3.0222084522247314
76089,-6.176540374755859
11992,-3.412947654724121
140505,-6.119207382202148
8406,-5.879865646362305
66847,-2.4849867820739746
34746,-6.202325820922852
23833,-1.262816309928894
39773,-4.738157272338867
111166,-4.228135108947754
7035,-1.761466145515442
1083,2.605762481689453
82161,-3.621023416519165
11035,-0.4947805404663086
103253,-6.049407958984375
121148,-6.140863418579102
111169,-6.285489082336426
34523,1.602500557899475
105861,-6.209761619567871
23089,-6.127830982208252
12503,-5.189966201782227
38454,-5.676064491271973
133127,6.082919597625732
121027,-6.000540733337402
91787,-2.7573437690734863
29772,5.140182495117188
119182,-3.455717086791992
77309,-5.623318672180176
628,4.516448020935059
24363,-2.220233917236328
104615,-5.548928737640381
50226,-1.2242079973220823
37377,-6.304065704345703
50807,-0.2034236639738083
70249,-5.751628398895264
16704,-0.6129128336906433
24958,0.5005554556846619
1541,3.513481616973877
38404,0.285819262266159
116775,5.780917167663574
42345,4.419922828674316
113145,-5.266845703125
46078,-3.614901542663574
6891,4.715881824493408
44565,-0.6610617637634277
130273,-6.108491897583008
37734,-2.428330421447754
142963,-4.867619514465332
70257,-2.4112868309021
97812,-5.891372680664063
21091,4.552481174468994
70460,-6.331432342529297
104312,-6.242635250091553
11393,4.179911136627197
20059,-2.1613149642944336
1240,-0.6227929592132568
45451,-5.504491806030273
63439,-0.9621304273605348
84489,-5.793414115905762
63465,-6.062934875488281
19836,3.825128555297852
139654,-6.269108772277832
112035,-4.963705539703369
31822,-6.18454122543335
88948,-6.031519889831543
3973,-6.3844099044799805
102410,-6.131599426269531
91414,-5.727142333984375
121727,-6.127416610717773
36915,-2.3343634605407715
1348,-6.022635459899902
15085,-6.1243085861206055
70651,5.093138694763184
30380,-0.0262121446430683
97548,-6.173130512237549
55576,-6.001037120819092
95433,6.012019157409668
58761,-5.400298118591309
34902,-6.068809509277344
14565,-2.4134316444396973
300,4.991436958312988
37063,-3.954511404037476
65373,-3.1763715744018555
84684,6.366779804229736
138663,-4.672757625579834
14134,-6.096426010131836
31590,-6.141074180603027
126630,-5.904428482055664
37290,-5.919125556945801
43101,-4.225397109985352
5921,-5.708697319030762
43294,-2.406736135482788
89292,6.1186723709106445
124972,-6.007791996002197
49080,-5.359238624572754
142675,-5.788286685943604
74218,-6.03696346282959
134960,-5.719723224639893
88776,-4.873539924621582
120919,-6.275126457214356
143462,6.453303337097168
4524,-5.095154285430908
90112,-5.466891288757324
7036,-4.307490348815918
77741,-6.22146463394165
136184,-5.764586448669434
21732,-5.823803901672363
93423,-6.012031555175781
74754,-6.272502899169922
36966,3.560846328735352
142718,-5.579550266265869
45780,-6.031725883483887
97652,-6.052370071411133
55970,5.596822261810303
1836,-2.2901439666748047
20602,1.6593167781829834
66442,-3.160799980163574
105107,-6.143050193786621
14973,-0.6100125312805176
8878,5.518006801605225
28698,-2.1942696571350098
43224,2.982489585876465
2931,-6.141541481018066
131358,-6.103050231933594
108326,-5.958536624908447
35405,-1.3556731939315796
120622,-6.082210063934326
5689,-2.8688833713531494
115549,-6.142579555511475
34204,-4.183347225189209
12586,-1.147810697555542
42817,-4.10240650177002
60350,-5.389172554016113
78308,-5.975914001464844
121967,-6.019471645355225
61639,-5.706104278564453
58121,-6.233259201049805
132176,-5.968873977661133
38394,3.808193683624268
13693,-5.247660636901856
968,2.5178778171539307
127635,-6.237142562866211
113004,-6.200910568237305
10263,-6.300100326538086
94766,-6.12949275970459
39428,0.3935869336128235
101805,-5.747512340545654
48243,3.4259679317474365
55785,5.084017753601074
53047,-5.469313621520996
60077,-0.2568525075912475
53230,-3.85128116607666
44446,-5.973995685577393
75429,-6.262867450714111
60675,-6.16110897064209
95327,-6.102020263671875
34271,-1.4051896333694458
7609,-5.891366004943848
65824,0.2720012366771698
99286,-4.793426513671875
119749,-6.013617515563965
73718,-5.50831413269043
122545,-6.219540596008301
96920,-2.053929328918457
123949,-5.396466255187988
143576,-6.016745567321777
30271,-4.457004070281982
67431,-6.289821624755859
113863,6.127083778381348
135669,-6.264311790466309
123646,-6.21959114074707
102412,-6.155452251434326
96773,6.065398693084717
26547,0.2938852906227112
140925,-5.295392990112305
99415,-6.232990264892578
130126,-5.948935508728027
57885,-6.071032524108887
98554,-6.2631683349609375
106336,-6.140590667724609
117863,-4.018538475036621
119925,-5.773260116577148
79611,6.246393203735352
86870,-5.937646865844727
142184,-6.153637886047363
35284,-6.354197502136231
89721,-6.019093990325928
9937,2.194334030151367
1747,2.49804425239563
81062,-5.12495231628418
79325,-6.128123760223389
143066,-6.123726844787598
110689,-5.982316017150879
12104,-5.160121440887451
31797,0.2915135622024536
136698,-6.249819755554199
122969,-5.999514579772949
32299,-6.125372886657715
94759,-5.879741668701172
49116,-1.459632158279419
65038,-5.86372184753418
103810,-6.141304969787598
33840,-6.261344909667969
114645,-4.873213291168213
116666,-6.222254753112793
16468,-6.171863555908203
41018,-6.238051414489746
93095,-1.5811710357666016
108593,-5.971467971801758
63454,-3.317146778106689
135854,-4.283729553222656
106184,-5.809776782989502
122429,-3.762086391448975
100337,-5.830212593078613
133732,6.144695281982422
132672,-5.825031280517578
2362,-3.973209381103516
97100,-6.091391563415527
85639,-5.200739860534668
42704,-4.311803340911865
72844,2.0060155391693115
22329,-5.655488014221191
101128,-6.218219757080078
80872,-5.832607269287109
21840,3.7241692543029785
19552,-5.919131755828857
13459,-0.7716201543807983
10139,3.42720365524292
9720,-1.9650286436080933
103839,-6.054919242858887
129562,-6.2068071365356445
125078,-5.879560470581055
137979,-6.048209190368652
27094,-6.047679901123047
92984,-6.183483600616455
49208,-6.088642597198486
103746,-5.561863422393799
71636,-2.1122500896453857
95971,-6.173415184020996
107332,6.155503273010254
36453,0.1548705250024795
38497,-5.739725112915039
106368,-3.807216644287109
388,-4.5416412353515625
126661,-6.270233631134033
74278,-6.03009557723999
134094,-5.927954196929932
31121,-6.081890106201172
4941,-1.382251858711243
9425,-3.769675254821777
111744,-4.512035369873047
48305,-3.456428050994873
11669,-6.074759483337402
29706,-5.452655792236328
20357,0.0168456546962261
142353,6.024350166320801
63047,-5.747229099273682
23616,-5.25630521774292
69224,0.9307361245155334
98461,5.963280200958252
75190,-4.106902122497559
144663,6.123808860778809
19122,-5.609037399291992
139797,-6.048718452453613
129398,6.631941795349121
58182,-3.957262516021729
20852,-6.082034111022949
21113,4.311116218566895
29201,-6.00031042098999
26489,-5.907752990722656
94811,-6.097743511199951
66948,4.180034160614014
96401,-5.911620140075684
58739,4.032940864562988
59625,-5.903281211853027
107969,-6.130526065826416
136098,-5.953140258789063
140591,-3.2446508407592773
131348,-6.197033882141113
81179,6.283764362335205
114872,-6.102774143218994
14314,-4.334639072418213
133242,-5.541519165039063
56580,-6.154409408569336
35240,4.234643936157227
47164,-5.224391937255859
138247,-6.09913969039917
119090,-6.25544548034668
4246,-6.095012664794922
79872,-6.144676208496094
89248,-6.296173095703125
78522,-5.9284772872924805
143270,5.689695358276367
92762,-6.237221717834473
5709,-5.888394832611084
35180,-6.266964912414551
87652,-4.951010704040527
17401,5.099433898925781
142977,-6.031477451324463
126620,-5.542381286621094
1419,-5.997472763061523
136772,-5.923335075378418
33616,-6.184542179107666
81169,-5.945750236511231
43231,-3.808492183685303
118150,-5.953049659729004
126292,-6.104802131652832
59637,0.1995962709188461
123535,-6.181142330169678
69455,-6.162311553955078
69277,-5.150379180908203
39264,-4.939187049865723
59274,-6.086308002471924
83666,-5.948755264282227
85154,5.996566295623779
100924,-5.671594619750977
132349,-5.864701271057129
142754,-5.811108589172363
111508,-6.045864105224609
96997,-6.120256423950195
125027,-6.10524845123291
18100,-3.539632797241211
20898,-1.4253257513046265
4415,-6.075201034545898
96028,-6.051917552947998
121576,-6.1649580001831055
55364,-6.139101028442383
98580,-6.014331817626953
30097,-4.743274688720703
48146,-5.204037666320801
125042,-5.877153396606445
46542,-6.093511581420898
93159,-6.163276672363281
106794,-5.625785827636719
132437,-6.149913311004639
70511,3.71211576461792
55336,-2.3156871795654297
65940,1.5964819192886353
111118,-5.733926773071289
75128,-6.187161445617676
107020,-5.55480432510376
48052,-1.0939961671829224
103995,-5.987808227539063
114177,-5.638014793395996
118297,-5.210756778717041
129251,6.254537105560303
96114,-5.971216201782227
21730,-3.710850238800049
140332,-6.063687324523926
12643,-2.944920063018799
45225,-5.91632080078125
94011,-5.702372550964356
91841,-1.747625708580017
130815,6.122733116149902
115992,-6.200399875640869
54132,3.832721710205078
106558,-4.921048164367676
69973,-6.300074577331543
38018,-2.2803854942321777
143752,-6.312026977539063
1727,-1.8851503133773804
139128,-6.17484188079834
83557,-4.422517776489258
125141,6.213492393493652
95509,-6.20660400390625
26082,5.078899383544922
57884,-0.8785613775253296
103895,-5.950286865234375
108315,-6.060442924499512
2782,-3.717301845550537
56534,-2.7638051509857178
141710,-6.169352054595947
19421,-5.957022666931152
88802,5.983462810516357
12383,0.761467456817627
104381,-6.130617141723633
94200,6.306812286376953
2306,-5.991703033447266
982,-0.4627670049667358
116383,-5.87109375
29824,6.097011566162109
14638,-5.346880912780762
65804,0.0457193367183208
130331,-6.248284816741943
30117,3.968495130538941
118847,-5.968572616577148
130884,6.122826099395752
15531,-4.377597808837891
71044,-4.764942169189453
31078,-0.337497353553772
103211,-6.109793663024902
44795,1.1234785318374634
91904,-5.49219274520874
63901,3.9968101978302
120976,-4.121586799621582
136238,-3.575239658355713
133261,6.072627067565918
8989,5.336721420288086
62930,4.381893634796143
33491,-1.3567306995391846
47150,-0.2434155791997909
32525,2.466973304748535
137263,-5.930376052856445
107863,-5.768527507781982
99214,-5.846364974975586
64461,-5.567986965179443
72656,0.8174755573272705
13552,-6.147966384887695
10168,-5.967093467712402
106041,-6.128643035888672
106053,6.31789493560791
116716,-4.578819751739502
11382,5.054023742675781
33331,-5.263431072235107
104016,-6.243320465087891
92659,6.121486663818359
123348,-5.919850826263428
61670,-5.702834129333496
97705,-5.980363845825195
77864,-5.022504806518555
4609,0.4531087875366211
113767,-6.04450798034668
92190,-5.735761642456055
5463,-6.225428581237793
83960,-5.813966274261475
61056,-0.3600956797599792
61586,4.764731407165527
24521,5.179445266723633
116330,-5.55336332321167
85234,-6.08519983291626
30966,-6.026686668395996
70966,-5.305690765380859
9934,-2.028101682662964
56942,-0.4641748070716858
8344,4.697859764099121
88456,-6.137133121490479
1960,-0.7004726529121399
61676,-0.5519459247589111
120084,-3.936248302459717
103460,-5.976195812225342
140813,6.071573257446289
38169,-6.1631574630737305
83455,-4.01662540435791
49432,-6.320671081542969
144176,-4.330371856689453
102045,-5.945034980773926
100592,-5.960833549499512
23795,-6.024248600006104
105390,-6.141685485839844
128601,-4.026708126068115
11116,0.1285499185323715
118413,-6.120020389556885
60188,1.830613613128662
4793,1.1924885511398315
120396,-5.6259446144104
122022,-5.901613235473633
116727,-4.166110038757324
105633,-4.70763635635376
102788,-5.8923821449279785
104093,-5.885556221008301
129726,-3.703949451446533
12215,5.2248969078063965
110576,-5.708199501037598
114306,6.095414638519287
2077,-5.986001968383789
76458,-6.072814464569092
139254,-1.9003616571426392
10493,-5.963747978210449
43756,-1.8208614587783811
49363,-0.3385828137397766
141644,-6.163906574249268
30038,2.849730491638184
51227,-5.983243942260742
93286,-6.099207878112793
60424,-5.799106121063232
111505,-5.648411750793457
47425,-3.0032925605773926
131874,-4.066210746765137
35150,2.9949095249176025
71508,-0.7517659664154053
80313,-5.229785919189453
10202,-6.194719314575195
137819,-5.529080867767334
89673,-5.906789302825928
144421,-6.325089454650879
140073,-6.231951713562012
17254,5.032828330993652
97146,-4.401000022888184
72014,-5.291012763977051
121781,-6.169524192810059
124819,-3.825378894805908
17109,-4.876186370849609
144522,-6.000254154205322
142774,-5.513911724090576
64266,-5.941151142120361
86213,6.304993629455566
144490,-5.9788432121276855
7543,-5.62465763092041
19441,-6.110922813415527
54153,-6.0744171142578125
116627,-5.745607376098633
73796,-5.925741195678711
27550,-3.5743651390075684
48691,1.2345432043075562
35781,-5.453133583068848
16914,-2.703108310699463
118119,-6.1675214767456055
7631,-6.105960369110107
110510,-3.2248611450195312
19720,-3.27571964263916
34936,-5.893379211425781
2692,-1.3714840412139893
48219,0.4532403945922851
51317,0.0012540929019451
30413,-6.004138469696045
22457,-5.803483009338379
5175,-6.313480377197266
17697,5.804355621337891
44828,-2.164040327072144
33457,-3.7994890213012695
45169,-5.324624061584473
1790,-6.260828018188477
126522,-4.289579391479492
67422,-1.7596406936645508
122505,-6.154431819915772
76375,-5.712913513183594
124625,-3.9733223915100098
26535,0.0391441695392131
115515,-6.104164123535156
92011,-6.112675189971924
73724,-3.163641929626465
25246,-5.6415181159973145
2867,-6.10809326171875
92458,-6.044475078582764
75068,-6.238880157470703
59245,4.834383487701416
120224,-6.178601264953613
2152,-4.453962326049805
123920,-6.043988227844238
39035,-6.019187450408936
121826,-4.275129318237305
97477,-6.212255477905273
97607,-5.870935440063477
28171,-2.687475681304932
28038,-5.732100486755371
54839,2.191286563873291
141513,-5.576231956481934
39462,3.1289613246917725
100263,-6.215439796447754
124535,-5.993792533874512
3982,-1.0608218908309937
110423,6.029417991638184
16306,2.1643941402435303
36263,-5.774805545806885
85530,-3.5433497428894043
11537,-4.33998966217041
112581,6.254364013671875
122234,-5.754650592803955
8466,-5.394035339355469
100272,-5.962173461914063
56738,-3.2145705223083496
12472,-6.153415203094482
29273,-5.734986305236816
97951,6.212711811065674
109854,-5.531062126159668
133218,-6.148373603820801
114801,-6.3126325607299805
78093,-6.218198776245117
51600,-6.1794939041137695
91535,-6.157887935638428
62594,-4.517321586608887
3106,-4.641780853271484
63920,-6.195893287658691
130079,-3.234421730041504
12279,-5.953987121582031
136228,-6.282758712768555
100143,-6.090832710266113
143057,5.948599815368652
56830,1.4416635036468506
37239,-6.037126064300537
140512,-5.878198146820068
24193,-6.216968536376953
124053,-5.684772491455078
85622,-4.92332649230957
24813,0.0470480732619762
93464,-6.124965190887451
99947,-5.399713516235352
144282,-6.072895526885986
141730,-5.657601356506348
91073,-6.057746887207031
82619,-4.732044219970703
79560,-5.760847091674805
18192,-1.970469355583191
48519,-6.087692260742188
98697,-6.294564723968506
84300,-5.066075325012207
53511,-5.760246276855469
77775,-5.973085880279541
22948,-6.166340827941895
141980,-5.746814250946045
108168,-6.187189102172852
31583,-5.728265762329102
59759,1.0805562734603882
111746,-6.116578102111816
106348,-6.195615291595459
80359,-5.98088264465332
103018,-5.877644062042236
29838,-3.0758755207061768
102685,-6.313936710357666
31302,-0.9752206802368164
116508,-5.741830825805664
91059,-5.219264030456543
40691,-0.2511783540248871
122731,-6.152928829193115
41544,0.7709240913391113
140938,-4.951039791107178
97312,-5.689277172088623
56072,-6.2696533203125
29301,-4.420454025268555
44546,-5.955238342285156
62504,-4.900432109832764
127744,-5.6202497482299805
140542,-5.9466657638549805
144227,-6.037947654724121
94702,-5.697242736816406
115428,-5.962944984436035
7786,0.723297655582428
9583,0.8689501881599426
36519,4.701402187347412
108634,-6.214366912841797
100809,-6.276663780212402
7007,-6.127181053161621
38659,0.6342816352844238
85999,-6.17336893081665
44997,-6.1126790046691895
130734,-6.324586868286133
44395,5.254538059234619
36061,-1.353179097175598
14074,-6.244874954223633
125684,-6.15120792388916
67291,-6.061132431030273
94432,5.9633097648620605
12147,-1.7694848775863647
27644,-4.9135026931762695
64890,5.23340368270874
17857,-6.258381843566895
37402,-0.5342980623245239
55837,-6.1182122230529785
9021,-5.461005210876465
68475,-0.7007640600204468
130146,-5.975602149963379
49736,-6.207975387573242
140029,-6.267892360687256
95333,-6.202208995819092
127255,-6.047336578369141
144531,-5.61515998840332
139715,-6.030791282653809
53637,-3.3710293769836426
26872,-1.3868131637573242
14382,-4.93445348739624
79719,-5.639263153076172
58970,-0.2989594042301178
55064,-6.025840759277344
66900,-1.8012937307357788
88139,-4.800983428955078
30761,0.4824499487876892
126682,-6.099239349365234
81841,6.212469577789307
38801,-6.204734802246094
79517,-5.0990495681762695
66613,-6.0732622146606445
30950,0.4484665095806122
123726,-5.626523017883301
99178,5.423455715179443
134467,-5.626796722412109
21554,-2.374772548675537
6555,-6.227607727050781
140819,-6.025986671447754
142103,-5.551405906677246
102584,-5.216608047485352
81825,6.195076942443848
113116,-5.5823235511779785
106264,-3.7661194801330566
12161,-6.219212532043457
50741,-5.31259298324585
144533,6.3188018798828125
129376,-6.185128211975098
29741,4.219739437103272
73642,-5.915030479431152
18335,0.9859894514083862
79361,5.361835956573486
75838,-2.6199042797088623
111737,-6.093526840209961
127429,-5.808534622192383
72959,-6.234335899353027
94570,-5.973114013671875
30684,-6.255965232849121
36033,2.5146756172180176
41182,-6.173559188842773
118166,-5.895073890686035
127426,6.093298435211182
134583,-6.242239952087402
20497,-5.77850341796875
11121,-1.4199113845825195
53037,1.5175803899765017
76137,-6.318939208984375
137505,-6.050350189208984
28198,-2.86189079284668
17870,2.44374418258667
68629,-6.06187629699707
25250,-6.197068691253662
1466,-5.986298561096191
141790,-6.044109344482422
137237,-6.092498302459717
52570,-0.110075905919075
33314,-3.0195813179016118
103593,-6.091689109802246
106681,-5.542791366577148
116836,-5.921245574951172
8168,-2.455470085144043
45292,-6.130221366882324
5446,-0.8782650232315063
129340,-5.976045608520508
4637,-6.132061958312988
83219,-6.2483906745910645
108655,-6.0535993576049805
61377,-5.773052215576172
37939,-1.7213170528411863
26326,3.026170492172241
123746,-4.263763904571533
67720,4.493162155151367
98517,-6.064776420593262
14905,-0.1458827257156372
84178,6.036971092224121
58787,-2.637004137039185
133838,-6.064128875732422
84601,-5.805449485778809
3529,-5.963226318359375
26616,-3.5135278701782227
120552,-4.146417617797852
129717,-5.992866516113281
28704,-6.1360626220703125
2279,-2.560365676879883
67228,-5.340845108032227
123264,-6.09728479385376
76423,-5.533731460571289
117959,-6.335210800170898
10171,-0.0879274904727935
137858,6.120356559753418
121246,-2.537743330001831
51835,4.868269920349121
122315,6.207913398742676
108836,-6.066802501678467
79570,-5.904620170593262
26382,-4.677639961242676
37441,2.301657199859619
53568,-5.875278949737549
55793,-6.017772674560547
111238,-6.2376909255981445
80455,-5.131877899169922
121239,-6.128721237182617
48784,4.875588893890381
11705,4.374554634094238
36819,3.490532636642456
73880,-6.084866523742676
122251,-4.002809047698975
22766,-4.981226444244385
122444,5.963165760040283
65732,2.295405149459839
143930,-3.831871271133423
137372,6.348910331726074
124276,-5.843595504760742
40522,4.980725288391113
72306,-6.081399917602539
136426,-5.768973350524902
143047,-3.176640510559082
116565,-5.276608467102051
27231,-6.18906307220459
133362,-5.890265464782715
29403,-5.923705101013184
116014,-3.5648422241210938
27773,-6.282591342926025
16745,-6.037507057189941
122843,-3.1626498699188232
81715,-5.905699729919434
61386,-0.5317237973213196
32240,-0.7419818639755249
117927,5.800336837768555
110171,-5.518949508666992
58676,-6.127100944519043
136394,-5.991913795471191
24453,-6.101492404937744
93798,-6.19249439239502
51372,-2.879262924194336
44305,4.819954872131348
16902,-6.209656715393066
68599,5.184366703033447
46113,0.703698992729187
12697,5.075910568237305
70681,2.47066330909729
101851,-3.412411689758301
50380,-5.241190910339356
44143,2.72407603263855
73280,-0.2572694718837738
5948,-5.534456729888916
11321,-6.100189208984375
137801,6.022533893585205
50047,-6.113166809082031
1404,-6.187724113464356
7345,-4.770486354827881
56917,-6.066830635070801
129776,-5.43779182434082
104739,-6.102255821228027
113691,-4.404433250427246
76907,-5.292443752288818
105946,-6.125221252441406
101120,-6.206608772277832
88371,-5.758368968963623
100063,-4.453103542327881
80158,-5.542595863342285
56278,-0.3915947079658508
19278,-0.1233466118574142
94553,-5.449093341827393
116012,-6.204134941101074
39655,4.884786605834961
56528,-4.154286861419678
44215,-6.135276794433594
64263,5.506263256072998
118982,-5.933722972869873
115149,-4.218347549438477
76577,-5.96196174621582
59803,-6.254444122314453
117992,-6.169954776763916
24102,-5.710583686828613
107168,-4.135735511779785
68969,-6.033906936645508
127967,-4.837852954864502
98347,6.267387390136719
74580,-6.200564384460449
50255,-5.303859233856201
81257,-6.255212306976318
97331,-6.247886657714844
132902,-6.212129592895508
39955,-5.360683917999268
122338,-6.013762474060059
49525,-5.985221862792969
95927,-6.169705390930176
47875,-6.0345563888549805
29557,-6.176801681518555
104042,-6.066100120544434
140255,-6.158519744873047
16688,-5.773735046386719
78997,-6.159709930419922
142073,6.081699371337891
6810,2.051661968231201
26477,-6.262157440185547
20976,-5.993767738342285
103122,-3.645243167877197
46971,-3.700007915496826
61866,1.4577274322509766
70940,-6.0252838134765625
94319,-4.259438991546631
93217,-5.938913822174072
55149,3.0747222900390625
127995,-6.132329940795898
89756,-5.783097267150879
98102,6.217606544494629
17483,-4.17990779876709
99061,5.897646903991699
50769,5.081778049468994
72630,-0.2192640453577041
47128,1.7926572561264038
102216,-5.842378616333008
140732,-5.755681991577148
111230,-6.042596340179443
47061,4.430728912353516
61492,-6.177977561950684
140714,-6.109521865844727
95282,-6.232546329498291
60857,-3.3405566215515137
34925,-6.300008773803711
42224,-2.4840612411499023
99254,-4.145474433898926
6484,-0.8603628277778625
99283,-5.085770606994629
27920,-4.345236778259277
123117,5.461361885070801
13807,-6.175323486328125
102913,-4.670157432556152
104140,-4.017935752868652
75370,-6.121972560882568
106298,-5.891951560974121
113874,-6.298183441162109
5520,-0.4317097067832947
101547,-6.1912126541137695
96157,-6.134331226348877
14548,-6.1509199142456055
73420,-1.2068123817443848
98446,-6.326864242553711
141962,-5.359238147735596
32786,-6.134059906005859
88684,-6.192419052124023
3264,4.076187610626221
45802,4.6697845458984375
56599,-4.29063081741333
29897,-6.1644792556762695
136946,-5.994804382324219
61810,2.874795436859131
133137,-6.227616310119629
88237,-6.158929824829102
47184,-5.233190536499023
103448,6.371021747589111
106499,5.906792163848877
78189,-6.062653064727783
125569,-1.0710245370864868
87427,-6.220263481140137
86464,-5.532353401184082
25473,-6.146588802337647
25999,3.7576122283935542
68823,-6.086104393005371
83567,-6.062694549560547
74070,6.075780391693115
76200,-5.949495315551758
111391,-5.7854766845703125
39465,-5.207779884338379
140509,-4.262407779693604
125237,-6.193990707397461
13841,-1.8796453475952148
117586,-4.421679973602295
126232,-6.307810783386231
